สถานะการเข้างาน,หมายเลขงาน,รหัสร้าน,ชื่อร้าน,โซน,ทีม,สัญญา,ผู้รับผิดชอบงาน,แผนเข้างาน,เวลาเริ่มงาน,เวลาปิดงาน
"ยังไม่เข้า","520004088869","B08219","สาขา ตลาดปากดง","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004088871","B08220","สาขา อำเภอมหาราช","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ตรงแผน","520004088873","B08224","สาขา เซ็นทรัลวิวทะเล","REL","REL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-04 17:39:17","2024-07-04 18:41:58"
"ตรงแผน","520004088874","B08227","สาขา เฉลิมพระเกียรติ์ 72","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-06 21:37:16","2024-07-06 22:24:23"
"ยังไม่เข้า","520004088876","B08230","สาขา ธนาภิรมย์","BW","BW10","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ตรงแผน","520004088880","B08236","สาขา ปตท.ม.นเรศวร","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-04 13:43:40","2024-07-04 14:29:45"
"ยังไม่เข้า","520004088882","B08237","สาขา PTTOR ดงเจริญ","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004088884","B08239","สาขา PTTOR ดอนทราย (ปากท่อ)","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004088890","B08246","สาขา PTTOR ทรงธรรม (กำแพงเพชร)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004088892","B08247","สาขา พุทธมณฑลสาย 2 ซอย 3","BW","BW5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004088895","B08251","สาขา เอื้ออาทรซอยคุณพระ","BN","BN5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ตรงแผน","520004088902","B08267","สาขา อำเภอสอง","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-02 12:47:52","2024-07-02 13:29:35"
"ยังไม่เข้า","520004088906","B08270","สาขา PTTOR สหกรณ์ไร่อ้อย (ห้วยกระบอก)","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ตรงแผน","520004088908","B08271","สาขา บูลลากูน","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-06 23:13:30","2024-07-06 23:45:45"
"ยังไม่เข้า","520004088913","B08278","สาขา อินทามระ 10 จุด 2","BN","BN1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ตรงแผน","520004088917","B08287","สาขา ถนนสายเอเซีย-บ้านกรด","RC","RC6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-04 21:45:37","2024-07-05 00:10:25"
"ยังไม่เข้า","520004088919","B08294","สาขา หนองเกตุน้อย ซอย 4","REL","REL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ตรงแผน","520004088922","B08302","สาขา ไทยไชโย","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-06 22:01:03","2024-07-06 22:25:20"
"ยังไม่เข้า","520004088923","B08307","สาขา เคหะบางนา","BS","BS6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004088925","B08313","สาขา อู่รถเมล์สายลวด","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004088928","B08333","สาขา หลังราชภัฏกำแพงเพชร","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-14","",""
"ยังไม่เข้า","520004088930","B08335","สาขา ม.มัณฑนา-ราชพฤกษ์","BG","BG6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004088931","B08337","สาขา โนนสูง","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004088934","B08349","สาขา PTTOR สุขุมวิท 105","BS","BS6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088937","B08357","สาขา หนองขาหย่าง","RC","RC2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ตรงแผน","520004088940","B08367","สาขา สุขุมวิท 4","BW","BW2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-06 06:25:43","2024-07-06 06:37:43"
"ยังไม่เข้า","520004088942","B08371","สาขา สุขุมวิท 62","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ตรงแผน","520004088943","B08373","สาขา อ่อนนุช 10","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-03 02:22:16","2024-07-03 03:28:35"
"ยังไม่เข้า","520004088946","B08379","สาขา ซอยคุณหญิงเลี่ยม จุด 2","BS","BS8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088947","B08393","สาขา ตลาดบางแค (ใหม่ )","BW","BW5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004088950","B08400","สาขา ตลาดคลองใหญ่","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004088951","B08401","สาขา ซอยอารีย์","BN","BN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004088953","B08412","สาขา บางนา-ตราดกม.26(VIEWPOINT","BS","BS8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004088954","B08415","สาขา ปตท.บ้านดอกไม้","NEL","NEL8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ตรงแผน","520004088957","B08421","สาขา ปตท.พิมลรัตน์ 345","BN","BN8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-03 22:36:37","2024-07-03 23:44:28"
"ตรงแผน","520004088960","B08425","สาขา PTTOR ท่าเรือ (อยุธยา)","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-06 14:23:32","2024-07-06 16:42:17"
"ยังไม่เข้า","520004088962","B08427","สาขา รังสิตคลอง 6","BE","BE9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004088964","B08428","สาขา ศรีเพชร ซอย 30","BG","BG8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004088966","B08429","สาขา PTTOR ตลาดหนองแคน","NEL","NEL8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
